date,business,amount
2019-11-03,Papa John's,-3105.32
2019-02-16,Coinbase,-8143.59
2017-12-09,VK,-8788.08
2017-08-28,Yves Rocher,2939.27
2016-07-18,Perekrestok,7464.57
2019-04-16,Mindbox,-3020.41
2019-10-29,HSE,-4055.19
2018-10-11,QIWI,5709.81
2018-10-18,Mindbox,9516.24
2017-06-03,Dodo Pizza,-5793.82
2018-08-21,Yandex.Money,-5976.63
2018-03-12,Friday's,5895.98
2019-01-05,HSE,3352.68
2019-09-06,Perekrestok,-7168.34
2017-04-04,Starbucks,-5133.23
2019-03-21,World of Warcraft,7775.4
2019-12-13,Mindbox,-2740.3
2017-03-23,QIWI,-6856.47
2018-12-27,Mindbox,125.17
2017-07-19,Dr. Head,-5070.43
2016-06-05,Mindbox,-96.52
2017-09-21,Amazon,2277.92
2018-01-19,Papa John's,7962.34
2019-06-21,Mindbox,4538.53
2018-04-10,Starbucks,4019.32
2019-02-08,HSE,-44.73
2016-10-24,Yandex.Money,-7078.01
2016-06-29,Perekrestok,5844.24
2018-11-02,World of Warcraft,-6354.74
2019-07-22,Yandex.Money,7973.16
2018-01-01,OZON,-6509.68
2019-11-03,Yandex.Money,6389.07
2016-09-08,Papa John's,-5790.78
2016-02-10,Amazon,-3489.28
2018-04-08,Google Play,-3539.5
2016-02-08,Coinbase,-7052.62
2016-09-01,Local Kitchen,1051.33
2019-09-18,HSE,6032.7
2016-11-04,Mindbox,-7322.02
2017-04-01,5ka,7689.47
2016-11-04,Dr. Head,2761.73
2018-11-13,McDonald's,4239.73
2019-05-12,Dr. Head,-2977.99
2016-07-04,Dr. Head,8871.93
2017-05-06,VK,9143.81
2016-09-21,VK,-9236.72
2018-12-12,Yves Rocher,-7473.73
2018-04-27,Yandex.Money,-2108.6
2019-06-09,OZON,4136.14
2016-06-04,Local Kitchen,9322.16
2016-11-07,Burger King,2952.44
2019-11-09,Stellar,9900.36
2019-03-30,McDonald's,-6871.9
2016-09-12,VK,8122.5
2017-12-13,Google Play,-1909
2019-09-08,Stellar,3501.71
2019-11-19,Local Kitchen,-9274.32
2019-01-09,Google Play,-4899.95
2016-01-23,Perekrestok,5724.14
2018-03-07,Starbucks,-7665.15
2018-07-08,Coinbase,-1057.25
2017-02-24,KFC,-9969.66
2019-03-19,Google Play,7140.57
2018-03-05,Dodo Pizza,7010.99
2017-10-01,Google Play,3182.42
2017-12-06,5ka,-7376.42
2016-08-16,Friday's,-3348.01
2018-08-26,Starbucks,-6965.16
2019-10-27,Dodo Pizza,9853.42
2016-01-12,Yandex.Money,-298.8
2017-11-16,Burger King,-3979.16
2018-03-20,Dr. Head,37.07
2019-11-01,Amazon,-9120.12
2018-10-05,Perekrestok,-6552.47
2017-09-19,Dodo Pizza,-7644.76
2019-05-01,McDonald's,8014.13
2018-11-06,VK,-3860.66
2017-08-21,Burger King,-2440.15
2017-10-19,Burger King,5224.34
2017-06-10,Google Play,-6639.27
2018-08-22,Friday's,-5963.96
2017-12-26,Google Play,8611.37
2017-05-14,Amazon,6562.54
2016-03-15,Yandex.Money,3250.73
2019-01-23,VK,8825.07
2017-08-04,HSE,9010.53
2016-05-28,Starbucks,9825.7
2017-11-10,OZON,6133.34
2019-11-29,Wildberries,1228.56
2018-05-24,Wildberries,5948.95
2016-02-12,5ka,-3976.95
2019-01-04,Perekrestok,6312.6
2018-03-05,Yves Rocher,6314.06
2018-01-31,5ka,3968.82
2019-03-18,Burger King,9523.99
2017-03-22,Coinbase,-1548.5
2016-05-14,VK,-9670.59
2018-09-02,Mindbox,4082.18
2016-11-21,OZON,-5839.94
2017-07-23,OZON,-9391.53
2018-04-26,Starbucks,1212.8
2019-04-15,Yandex.Money,-2975.43
2017-02-26,KFC,-3538.81
2016-12-30,Perekrestok,-5926.13
2016-10-01,Perekrestok,-6270.02
2019-04-30,Coinbase,-2166.71
2019-05-23,Burger King,-3527.89
2019-01-18,Papa John's,-6052.28
2019-01-31,Coinbase,8467.99
2017-09-02,VK,2965.82
2016-02-23,KFC,4376.01
2018-11-23,5ka,-2789.71
2016-10-07,Starbucks,5852.39
2019-03-24,Amazon,7237.11
2019-10-30,QIWI,-2796
2016-04-02,OZON,-8953.38
2018-09-30,OZON,8769
2018-09-26,McDonald's,-9026.81
2019-04-30,Burger King,-1311.99
2019-07-24,VK,-6744.23
2018-03-17,QIWI,9583.95
2017-12-30,Local Kitchen,-2789.84
2017-07-16,Dodo Pizza,1808.72
2019-02-15,Burger King,-2750.65
2018-10-15,QIWI,-3229.36
2018-11-24,Mindbox,4777.57
2019-06-27,McDonald's,-9543.01
2019-12-30,World of Warcraft,-2107.93
2019-10-26,Yandex.Money,-8965.17
2017-02-27,KFC,-3312.24
2019-03-06,Steam,-4505.67
2017-09-29,Dr. Head,4177.11
2017-12-17,World of Warcraft,-1715.71
2016-08-20,HSE,4865.3
2016-06-07,HSE,-6948.52
2019-11-12,Mindbox,-8339.81
2017-05-09,VK,3368.73
2017-05-13,HSE,9162.17
2018-06-03,QIWI,7818.03
2016-03-03,McDonald's,-2865.63
2017-12-02,Google Play,2143.34
2016-12-18,McDonald's,7465.89
2019-02-06,Steam,-8185.62
2016-07-14,OZON,-6955.96
2018-08-18,HSE,-5125.35
2019-04-16,OZON,3308.4
2016-06-09,Perekrestok,6711.65
2019-04-11,Burger King,3136.27
2016-07-04,Dr. Head,1790.13
2019-04-17,Amazon,-1952.81
2019-01-09,Stellar,2645.68
2019-08-02,Papa John's,7321.14
2016-01-02,Stellar,-4332.74
2017-04-01,McDonald's,7541.97
2016-11-24,Starbucks,1232.93
2018-04-05,5ka,3941.46
2019-01-03,Steam,-1959.47
2016-07-02,McDonald's,-3702.46
2016-12-24,Burger King,4999.31
2017-03-26,Stellar,5668.21
2018-04-27,VK,-6276.86
2019-04-10,Mindbox,9377.96
2016-07-16,Papa John's,-4524.75
2017-08-01,Friday's,-1798.01
2019-09-21,Yves Rocher,-9745.5
2016-09-11,HSE,9240.16
2018-04-26,Yves Rocher,6034.02
2016-07-15,Papa John's,-8729.8
2016-12-20,Perekrestok,-4456.05
2019-10-07,Mindbox,-4121.18
2019-02-18,OZON,-5235.83
2018-05-29,Perekrestok,-9189.57
2019-11-10,Google Play,4358.15
2017-01-02,World of Warcraft,-9951.45
2016-06-10,Stellar,-7631.8
2019-02-16,Perekrestok,-9425.31
2017-05-12,Amazon,1407.11
2018-12-23,Burger King,1192.13
2017-06-17,Coinbase,5743.67
2019-09-06,Amazon,-5836.64
2016-01-17,Amazon,3029.18
2019-12-15,Stellar,6916.07
2018-06-25,Yandex.Money,-3725.04
2017-11-08,Starbucks,-6760.67
2016-01-12,McDonald's,3268.58
2016-08-24,Wildberries,-5678.5
2018-05-14,McDonald's,-286.34
2017-07-06,OZON,1212.97
2017-02-20,OZON,-4085.72
2018-01-21,Friday's,-2039
2016-03-19,Dr. Head,5720.22
2019-07-10,Mindbox,-3678.12
2018-11-22,OZON,4371.81
2016-08-25,Local Kitchen,3798.22
2019-08-04,Stellar,919.19
2017-07-16,Stellar,7135.14
2019-10-13,Dodo Pizza,6767.91
2017-03-28,KFC,-1936.39
2019-03-21,QIWI,-3069.37
2019-09-24,Google Play,-6165.8
2017-10-12,OZON,8399.28
2019-05-12,McDonald's,-6695.09
2017-05-08,World of Warcraft,6283.23
2017-05-01,Yandex.Money,303.84
2016-11-11,Mindbox,-1173.59
2017-07-15,Steam,-3051.54
2018-01-14,OZON,6182.43
2017-12-26,OZON,7380.79
2018-01-28,HSE,-4536.45
2018-03-23,Steam,-6322.56
2019-01-02,Friday's,1242.16
2018-03-04,Wildberries,-1595.29
2016-07-10,Mindbox,-572.63
2017-10-10,Perekrestok,5078.07
2016-09-22,McDonald's,-8626.38
2017-12-25,OZON,6096.69
2019-01-01,Starbucks,-394
2019-04-05,Google Play,5803.13
2017-10-06,Friday's,5761.63
2017-03-06,Steam,2186.46
2016-08-07,Burger King,987
2018-04-16,Friday's,3398.37
2018-02-03,Mindbox,1903.93
2016-09-27,Amazon,4574.74
2017-02-06,Coinbase,957.71
2019-12-13,5ka,-4134.59
2016-02-06,Amazon,8954.77
2019-03-01,Mindbox,-2647.74
2019-11-20,Local Kitchen,-8651.5
2018-10-01,Mindbox,-5231.28
2016-11-28,Steam,1161.05
2016-09-28,QIWI,278.29
2019-07-24,VK,-8311.01
2016-01-29,VK,6051.55
2018-08-22,OZON,2724.92
2018-03-30,HSE,1794.59
2016-03-08,Local Kitchen,8822.88
2017-04-22,QIWI,-339.67
2017-03-12,Dodo Pizza,131.6
2017-01-22,Local Kitchen,9680.36
2016-12-10,OZON,2362.04
2017-04-17,Yandex.Money,-4655.34
2017-04-08,Dr. Head,-8780.97
2016-08-24,KFC,-4137.67
2018-01-21,5ka,8922.94
2017-10-30,Google Play,7610.11
2017-03-07,Dr. Head,-6554.66
2019-02-24,Mindbox,9609.27
2017-08-09,McDonald's,5686.05
2016-12-15,Dodo Pizza,-985.75
2016-12-23,World of Warcraft,3657.62
2016-01-19,McDonald's,-8479.81
2017-05-21,Mindbox,-5424.74
2019-10-08,Yves Rocher,4292.08
2017-06-04,Friday's,-7900.75
2017-12-25,Dr. Head,8939.47
2017-04-28,Yandex.Money,1064.69
2018-05-19,Dr. Head,74.29
2017-02-02,Wildberries,8763.49
2016-12-17,VK,-2277.63
2016-09-12,Google Play,9416.11
2018-09-26,Steam,3265.64
2016-02-26,OZON,8984.23
2016-03-01,5ka,-346.83
2019-06-22,Local Kitchen,-3054.03
2019-10-05,Dr. Head,-2430.89
2019-04-28,World of Warcraft,3037.68
2018-05-08,Coinbase,8322.21
2016-01-19,Yandex.Money,-5141.75
2019-10-11,Yves Rocher,2864.88
2019-09-18,Google Play,9900.48
2019-11-02,5ka,4596.35
2019-07-16,Papa John's,9570.96
2017-03-01,Burger King,-6894.27
2019-09-26,HSE,4113.37
2019-01-30,Yandex.Money,6494.11
2019-12-13,Perekrestok,-2988.6
2016-03-11,Coinbase,-521.71
2018-11-18,Perekrestok,1723.93
2019-02-24,Dodo Pizza,-3604.82
2018-11-30,Coinbase,1409.65
2019-05-21,Dodo Pizza,5368.59
2018-10-23,Amazon,-7871.33
2016-05-15,World of Warcraft,3651.24
2017-05-06,Dodo Pizza,-9099.09
2017-12-30,Stellar,-2558.28
2017-01-27,Coinbase,9449.86
2018-12-21,KFC,1134.14
2018-05-04,Friday's,-2075.82
2018-04-06,Perekrestok,1280.08
2019-08-01,VK,-5422.73
2019-08-05,Perekrestok,-61.02
2017-02-20,Coinbase,9547.89
2017-02-07,McDonald's,1348.29
2017-06-17,KFC,7077.49
2016-01-20,Local Kitchen,-8682.29
2016-03-19,Stellar,1377.19
2019-04-25,Stellar,-7269.81
2018-10-27,Coinbase,-6664.94
2017-01-18,World of Warcraft,8158.55
2019-06-29,QIWI,5298.94
2017-02-21,QIWI,-1358.64
2019-10-19,KFC,-62.96
2016-11-04,Wildberries,-6275.97
2018-02-11,Steam,-4022.88
2017-05-01,5ka,-2700.32
2017-06-05,Local Kitchen,6237.4
2019-01-31,QIWI,8541.84
2016-09-04,Dodo Pizza,6120.53
2018-01-17,Wildberries,-3608.9
2018-04-22,Papa John's,-6136.53
2018-10-27,HSE,48.73
2017-06-20,HSE,-393.98
2016-08-16,Perekrestok,-9733.26
2017-08-15,OZON,-809.92
2016-05-21,Perekrestok,9018.84
2016-09-07,VK,-4507.13
2016-05-20,Google Play,-3516.4
2019-07-13,Local Kitchen,5789.53
2019-11-16,Dodo Pizza,1326.51
2018-01-22,Friday's,671.74
2016-03-17,QIWI,5804.67
2019-03-14,Amazon,6141.33
2017-03-10,Yves Rocher,6550.38
2018-09-23,McDonald's,7190.61
2019-05-18,Dr. Head,-5358.87
2018-10-29,OZON,3697.12
2016-09-23,Dodo Pizza,1308.68
2016-01-14,Coinbase,-2115.76
2019-02-10,Dr. Head,5034.6
2017-07-05,Dr. Head,3946.22
2018-04-22,Amazon,5658.53
2016-06-17,Yandex.Money,2532.14
2019-09-22,Mindbox,8906.68
2019-07-26,QIWI,4432.07
2019-10-30,Burger King,-7183.93
2018-01-18,VK,6892.14
2019-07-27,McDonald's,-1732.24
2019-09-05,Yves Rocher,7927.75
2018-12-23,Amazon,7503.87
2018-05-11,Amazon,-9319.09
2017-04-08,Yves Rocher,5850.48
2017-12-21,Google Play,4729.23
2016-04-17,VK,2802.58
2016-08-12,HSE,422.18
2017-06-28,Amazon,7147.57
2016-02-06,Friday's,-388.67
2017-12-08,Dr. Head,-3498.6
2017-11-01,Dr. Head,9473.55
2018-07-23,VK,8340.21
2016-09-29,Friday's,-7851.66
2017-08-30,Yves Rocher,5614.98
2017-03-31,Burger King,8249.62
2016-05-20,Papa John's,8868.01
2017-09-12,Burger King,-4733.61
2016-02-12,Starbucks,-6051.22
2019-02-28,VK,-2306.32
2017-07-03,Starbucks,-7091.35
2019-03-16,Steam,2380.98
2019-02-07,Perekrestok,-1961.25
2018-12-28,Stellar,-7006.99
2018-04-26,Friday's,-3237.11
2017-08-26,Google Play,-1329.45
2019-04-15,QIWI,1365.28
2017-12-12,Burger King,-1593.46
2019-06-07,Google Play,-5419.27
2016-03-10,Starbucks,-1651.11
2016-11-24,Dr. Head,1234
2018-09-08,Perekrestok,-1491.17
2018-12-20,Amazon,5175.62
2019-08-01,Steam,-4977.61
2018-09-15,QIWI,-9138.81
2019-10-23,Wildberries,7534.42
2016-06-28,QIWI,2363.92
2016-03-02,OZON,-1429.8
2019-07-31,McDonald's,208.8
2019-02-27,Coinbase,-4892.54
2017-05-25,Coinbase,-4733.19
2019-12-07,Yandex.Money,559.82
2019-08-23,5ka,3920
2016-03-14,McDonald's,-6033.76
2019-10-25,Papa John's,5366.21
2017-12-30,5ka,705.56
2018-10-23,Mindbox,7114.27
2016-02-02,KFC,-7845.51
2017-04-27,Dr. Head,8126.13
2018-09-05,Papa John's,-8324.98
2019-08-09,Perekrestok,3577.39
2017-08-05,Stellar,-5227.42
2019-09-22,QIWI,3689.62
2019-04-14,World of Warcraft,-9748.14
2019-02-19,Mindbox,-6831.65
2017-09-08,Stellar,7933.66
2016-10-15,Mindbox,5916.13
2019-10-03,QIWI,2589.04
2017-07-14,QIWI,-5276.31
2016-04-24,Local Kitchen,5768.58
2016-10-31,Friday's,-1272.18
2019-01-18,Dr. Head,129.37
2019-03-02,VK,-5383.52
2016-07-27,World of Warcraft,-8219.45
2016-05-06,Mindbox,-8033
2018-02-12,Stellar,-7647.46
2019-09-22,QIWI,4817.57
2017-12-21,World of Warcraft,9379.7
2017-11-16,World of Warcraft,-9234.31
2018-03-18,Steam,-2819.24
2016-10-30,Perekrestok,4393.21
2018-09-19,World of Warcraft,2309.12
2016-02-18,Dr. Head,8918.68
2019-01-24,QIWI,3209.13
2019-07-06,Dr. Head,8572.52
2017-08-10,Local Kitchen,9129.82
2019-04-29,Mindbox,-8038.74
2017-06-20,KFC,6349.92
2016-05-12,Starbucks,-6226.13
2018-05-14,Amazon,-8724.12
2019-06-17,5ka,6790.22
2018-08-19,HSE,4523.8
2018-05-17,5ka,-7358.18
2018-02-28,OZON,5017.62
2018-06-13,Yandex.Money,-7048.95
2016-03-08,World of Warcraft,1201.71
2016-12-15,World of Warcraft,6300.89
2019-01-02,Wildberries,3681.66
2018-11-18,Google Play,2198.79
2017-04-04,Stellar,270.1
2019-01-03,Wildberries,9853.24
2019-01-06,Amazon,8153.66
2017-03-31,Yves Rocher,1615.72
2017-09-28,Papa John's,6664.32
2016-11-27,Friday's,-6868.58
2019-04-06,McDonald's,8842.1
2017-04-13,Dr. Head,8009.45
2018-02-11,Friday's,-4515.38
2016-11-17,Yandex.Money,4004.73
2016-08-27,OZON,799.42
2018-02-13,Burger King,-6597.82
2017-06-09,VK,1004.83
2019-11-26,KFC,9999.62
2016-02-02,Dr. Head,-8032.47
2018-05-30,Google Play,-650.05
2016-06-23,Friday's,717.55
2017-12-10,Local Kitchen,-3405.25
2016-01-15,Amazon,-7974.83
2018-03-05,Coinbase,8920.17
2016-01-08,QIWI,-8375.03
2018-06-24,Google Play,6808.1
2018-05-12,Local Kitchen,6746.81
2017-08-10,Stellar,-1081.77
2018-06-14,5ka,1051.16
2019-09-02,Coinbase,6226.12
2017-12-05,Mindbox,-4685.54
2017-01-10,QIWI,4431.71
2019-03-27,Dodo Pizza,5341.25
2016-05-11,Stellar,-5262.3
2016-09-06,KFC,7598.27
2018-01-10,KFC,4996.62
2017-11-17,Starbucks,-3445.09
2016-03-16,Starbucks,-3876.44
2019-08-24,Friday's,-1912.12
2019-12-15,Papa John's,-8784.02
2016-03-03,Coinbase,-7250.12
2018-06-26,VK,-7639.61
2018-03-10,Dodo Pizza,7195.63
2017-05-02,QIWI,-1059.49
2019-05-22,Friday's,6753.54
2016-04-22,Burger King,-5010.87
2019-03-18,OZON,-1210.6
2019-05-31,Steam,-8517.39
2018-07-25,Steam,459.67
2017-12-15,Mindbox,-6890.41
2019-01-19,Stellar,4178.1
2018-09-11,McDonald's,1786.62
2016-05-17,KFC,-8021.76
2019-04-12,Yandex.Money,-3089.11
2016-12-08,Dr. Head,-17.18
2019-01-26,QIWI,-4307.88
2016-05-20,Local Kitchen,9317.4
2018-08-18,Amazon,4136.16
2016-03-06,Mindbox,8978.94
2019-12-18,Perekrestok,-5395.54
2016-11-17,Dr. Head,7630.61
2016-10-31,Yves Rocher,2421.59
2016-08-25,McDonald's,7358.43
2018-01-03,Dr. Head,1242.36
2019-12-09,Dodo Pizza,-3095.36
2016-08-23,Stellar,7290.55
2019-07-09,Steam,-1005.31
2016-04-08,Burger King,4675.08
2018-05-23,5ka,1275.57
2018-02-04,Starbucks,-4087.18
2019-04-23,KFC,2063.38
2018-11-19,Yandex.Money,2129.31
2019-04-13,KFC,-7254.13
2018-08-27,Coinbase,3462.14
2018-06-23,HSE,-1957.39
2016-12-23,Stellar,-8257.07
2018-03-10,KFC,-2979.07
2016-07-26,Wildberries,8832.84
2019-07-23,Dodo Pizza,-3730.76
2019-06-04,Steam,7244.59
2016-05-29,McDonald's,-8939.57
2019-02-08,McDonald's,-2779.9
2019-10-02,Amazon,2239.14
2019-08-01,KFC,6405.58
2016-11-28,Steam,-5456.36
2016-06-16,Coinbase,4772.02
2017-05-03,Steam,6899.12
2019-04-29,Perekrestok,-7151.47
2016-10-06,OZON,1801.52
2018-03-24,Perekrestok,5806.48
2019-12-13,Dodo Pizza,-6359.49
2016-01-05,VK,-5699.6
2017-07-06,Friday's,795.13
2018-10-28,World of Warcraft,2649.54
2019-11-26,Starbucks,2462.22
2016-12-01,Dr. Head,425.06
2018-02-10,Dodo Pizza,8018.61
2019-11-06,OZON,9333.23
2016-11-30,Perekrestok,3023.38
2017-05-28,Yves Rocher,8169.64
2018-02-28,Steam,-1062.87
2018-12-29,KFC,4185.19
2019-09-10,Local Kitchen,-1096.86
2018-06-23,KFC,-68.21
2019-02-22,QIWI,9945.72
2016-10-07,Mindbox,7289.33
2019-10-03,Mindbox,-2841.37
2016-10-05,QIWI,7545.16
2018-07-31,Mindbox,5157.56
2017-04-14,World of Warcraft,-531.1
2019-01-21,Steam,9915.04
2017-03-21,Mindbox,-5192.27
2016-06-08,Perekrestok,4935.77
2019-09-24,Yves Rocher,6221.81
2018-11-12,5ka,-3313.36
2018-07-19,VK,-9384.13
2019-12-01,Papa John's,2436.65
2018-03-28,Mindbox,7976.99
2017-12-30,Papa John's,4585.94
2016-05-14,Burger King,6461.23
2018-12-17,Wildberries,8471.26
2017-11-26,5ka,-2622.13
2019-04-14,QIWI,7580.69
2017-02-26,Steam,-2149.91
2018-09-22,McDonald's,8238.53
2018-08-09,Yves Rocher,1211.08
2017-08-31,HSE,5721.38
2017-01-08,Local Kitchen,8791.67
2017-01-12,Coinbase,1600.52
2018-08-20,Dr. Head,-4823.92
2018-01-02,McDonald's,-330.87
2019-11-24,Dodo Pizza,3469.48
2017-12-31,VK,-4650.4
2016-09-15,Amazon,4865.9
2018-12-15,Coinbase,6288.26
2019-03-18,Papa John's,-9118.35
2019-03-12,McDonald's,1060.41
2016-05-27,Friday's,-8541.88
2019-03-22,VK,5011.22
2017-01-02,QIWI,-5880
2017-05-25,McDonald's,-6622.34
2018-08-31,Papa John's,-4336.94
2019-04-20,Papa John's,-8846.23
2019-09-23,Local Kitchen,-6264.85
2017-03-10,Dodo Pizza,6933.61
2019-05-24,Google Play,3771.53
2017-09-29,Google Play,-7258.97
2018-08-30,Wildberries,1259.81
2017-08-28,Burger King,5973.36
2018-10-19,5ka,-5917
2016-10-24,Steam,-6606.54
2019-05-31,Wildberries,4800.56
2018-04-10,OZON,9799.02
2016-10-30,Google Play,-6508.9
2018-03-10,Wildberries,-5130.42
2018-12-23,Mindbox,-2281.11
2017-05-03,Mindbox,2423.43
2019-03-05,Friday's,-1793.28
2019-06-05,Papa John's,-5342.72
2018-03-17,Mindbox,6650.06
2018-04-09,Yves Rocher,5545.65
2016-01-04,Amazon,2560.31
2019-07-11,Yandex.Money,-723.66
2018-06-14,KFC,-5396.14
2017-06-15,World of Warcraft,-8918.52
2016-08-26,Perekrestok,-4884.83
2019-01-17,World of Warcraft,1189.18
2016-01-10,Yandex.Money,3616.42
2016-02-04,HSE,8441.17
2018-03-28,McDonald's,-6176.9
2019-04-17,Yandex.Money,-1420
2019-11-05,Starbucks,-1482.11
2018-11-28,Papa John's,5956.29
2019-09-28,Stellar,9939.59
2019-11-15,Papa John's,4558.86
2016-05-12,Burger King,-9567.95
2016-01-19,OZON,2019.78
2017-02-01,Burger King,-2523.38
2018-04-26,Stellar,-4550.56
2017-03-31,McDonald's,-5669.48
2017-10-21,Google Play,9092.92
2017-11-30,Yandex.Money,-3585.55
2017-08-08,Wildberries,-5579.92
2019-05-14,Mindbox,-6724.87
2016-08-11,Perekrestok,8274.77
2019-08-23,Amazon,5898.21
2019-08-30,Wildberries,-3596.71
2018-06-06,Coinbase,4393.19
2019-11-13,Steam,7203.49
2016-09-30,Local Kitchen,4750.51
2019-06-14,Yves Rocher,4739.05
2016-02-19,World of Warcraft,-6515.01
2019-01-19,Mindbox,-1154.18
2017-04-11,Starbucks,-8944.75
2016-08-01,Starbucks,-2207.97
2019-02-16,Burger King,-4909.63
2018-06-19,QIWI,1349.85
2017-07-05,Amazon,-6830.46
2016-11-22,Dr. Head,7244.92
2016-06-18,Friday's,8663.33
2017-10-19,Papa John's,5094.11
2016-03-17,Coinbase,-8932.52
2018-05-20,Papa John's,-1887.87
2016-06-18,Amazon,-5936.62
2018-06-24,Stellar,-6537.18
2019-05-23,VK,9953.59
2019-08-06,Local Kitchen,8420.76
2019-03-18,Perekrestok,1975.02
2016-05-10,Burger King,-5616.78
2016-11-10,Burger King,-1812.16
2019-04-22,Perekrestok,6770.34
2019-01-22,Amazon,-4050.06
2017-10-30,Perekrestok,3595.18
2016-03-01,Stellar,-7976
2016-12-14,5ka,-1276.54
2016-02-13,Yandex.Money,1086.25
2019-12-10,World of Warcraft,4757.19
2019-04-03,Dodo Pizza,991.22
2019-09-07,5ka,2917.03
2017-04-15,Papa John's,3950.61
2017-10-01,Google Play,-8906.79
2017-03-15,QIWI,-5250.54
2019-09-01,Yandex.Money,-671.04
2016-11-05,Perekrestok,-9741.94
2019-07-31,Amazon,5053.82
2018-03-05,QIWI,-7565.53
2017-06-26,Google Play,-9164.99
2017-09-06,Amazon,3122.66
2016-07-02,Stellar,-9232.35
2017-10-14,OZON,9615.58
2017-06-15,Google Play,-2873.91
2017-03-18,Perekrestok,-2377.73
2018-12-06,Perekrestok,-2411.59
2019-09-15,Stellar,-1908.44
2018-12-27,Burger King,2274.48
2017-06-14,Perekrestok,9469.46
2016-09-24,Dr. Head,-2986.77
2019-07-19,VK,9438.44
2018-07-11,Yandex.Money,-3698.91
2019-06-12,Dr. Head,6800.62
2017-05-01,World of Warcraft,-4947.18
2019-05-30,Coinbase,4541.39
2017-07-09,Amazon,-9047.52
2018-04-19,Local Kitchen,-8488.06
2016-06-05,Dodo Pizza,-860.96
2018-06-15,Starbucks,-6672.58
2017-09-15,Burger King,7258.49
2018-03-27,Wildberries,9658.6
2019-03-23,Wildberries,3627.09
2019-01-27,Burger King,-2516.81
2016-01-22,Burger King,7008.03
2016-12-29,Starbucks,-1881.49
2016-12-04,VK,-3495.49
2016-03-28,Perekrestok,-9509.83
2018-01-19,Google Play,-2410.74
2016-05-19,5ka,2210.09
2017-05-02,Google Play,9537.75
2016-10-20,QIWI,-7004.84
2016-01-11,KFC,-6993.76
2016-01-10,5ka,3062.52
2018-06-27,Google Play,8045.64
2019-07-12,Local Kitchen,1020.54
2018-04-02,Friday's,-1167.43
2016-08-15,Google Play,2952.96
2019-07-19,Google Play,3368.86
2016-09-07,Starbucks,6760.88
2016-01-12,Yves Rocher,-6841.89
2017-01-13,Stellar,4148.9
2016-05-08,Stellar,-3877.87
2016-02-01,Google Play,-2108.15
2017-10-28,Amazon,-1825.71
2016-04-17,McDonald's,-1769.48
2017-08-11,Yandex.Money,-2105.68
2016-08-17,Burger King,-732.53
2017-09-07,Wildberries,-9116.8
2017-09-01,Dodo Pizza,1900.43
2018-10-06,Coinbase,-665
2018-12-04,Wildberries,-6402.39
2019-07-20,Steam,4650.38
2016-05-12,KFC,-1974.25
2019-12-21,Dr. Head,-5710.61
2016-11-19,World of Warcraft,-2814.67
2019-11-28,Starbucks,-84.74
2019-03-29,QIWI,-7204.11
2018-08-19,HSE,8173.68
2016-11-10,Local Kitchen,7731.4
2016-01-29,Coinbase,381.64
2017-09-10,Perekrestok,826.81
2016-02-11,Amazon,2153.8
2017-08-24,Burger King,4721.35
2017-10-17,Stellar,4394.32
2018-10-09,Papa John's,-8454.41
2019-06-22,QIWI,1316.87
2019-09-22,KFC,-1772.64
2016-05-05,World of Warcraft,-2712.02
2018-05-16,Stellar,-9785.33
2017-10-06,Yandex.Money,5511.78
2016-09-04,Mindbox,-2367.44
2017-05-09,Steam,-8780.12
2017-03-19,OZON,-2015.31
2018-08-19,VK,-1479.98
2017-04-20,Burger King,-694.04
2017-07-17,Stellar,-9108.89
2017-03-17,5ka,-5545.85
2019-03-22,Steam,-9458.15
2017-10-18,Starbucks,-6351.37
2017-01-27,McDonald's,-8985.92
2018-12-23,Dodo Pizza,-191.47
2019-02-03,Dr. Head,-8704.23
2016-10-25,Coinbase,-1705.97
2019-05-11,Steam,9393.62
2019-08-17,QIWI,-425.09
2018-02-13,Yandex.Money,-3028.6
2018-07-21,Local Kitchen,4921.52
2016-07-25,HSE,-4509.33
2019-06-22,Mindbox,8265.51
2019-08-21,Starbucks,-9782.38
2018-09-08,Wildberries,5186.81
2017-11-10,KFC,6096.15
2017-08-29,Steam,7143.54
2019-06-20,OZON,8960.76
2016-12-27,5ka,-240.31
2016-10-10,Yves Rocher,-4872.46
2017-12-12,Friday's,-173.42
2016-12-29,HSE,9078.67
2016-10-01,HSE,3063.03
2018-04-29,Dr. Head,1785.43
2018-03-19,Wildberries,2099.38
2018-03-19,Starbucks,-8019.62
2017-07-13,Papa John's,3026.96
2016-11-30,VK,-2744.45
2019-01-15,Yandex.Money,-8792.65
2019-10-27,Coinbase,-9874.12
2018-10-26,OZON,1360.86
2017-03-03,Yandex.Money,9380.09
2016-12-23,Local Kitchen,-8648.32
2019-08-07,McDonald's,-8503.52
2016-08-10,QIWI,-3964.67
2017-03-19,Papa John's,-4385.27
2016-05-08,Burger King,6891.98
2018-03-26,VK,1033.72
2017-01-07,KFC,9241.61
2018-08-28,World of Warcraft,1069.38
2016-09-14,KFC,3874.28
2017-11-29,Burger King,729.48
2017-10-02,Starbucks,2843.58
2019-03-24,VK,-4258.24
2019-07-08,Starbucks,5166.73
2018-07-04,Steam,-7367.85
2017-05-30,QIWI,9969.06
2017-07-19,Perekrestok,-4197.2
